"gene;AN;origin;antibiotic"
"Dihydrofolate_reductase_type_3;KJ694899.1;Agricultural_soil;SXT"
"D-alanine--D-alanine_ligase_B;KJ694902.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ694908.1;Agricultural_soil;SXT"
"Dihydrofolate_reductase;KJ694912.1;Agricultural_soil;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KJ694913.1;Agricultural_soil;ATM"
"putative_beta-lactamase_YbxI;KJ694914.1;Agricultural_soil;ATM"
"Dihydrofolate_reductase;KJ694921.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ694930.1;Agricultural_soil;SXT"
"Dihydrofolate_reductase;KJ694935.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ694938.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ694945.1;Agricultural_soil;TMP"
"putative_beta-lactamase_YbxI;KJ694951.1;Agricultural_soil;ATM"
"Dihydrofolate_reductase;KJ694958.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ694961.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ694966.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ694968.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ694969.1;Agricultural_soil;CYC"
"Tetracycline_resistance_protein%2C_class_C;KJ694974.1;Agricultural_soil;TET"
"Dihydrofolate_reductase;KJ694981.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ694982.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ694990.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ694992.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ694994.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ694997.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695002.1;Agricultural_soil;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KJ695005.1;Agricultural_soil;PIP"
"Dihydrofolate_reductase;KJ695012.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695013.1;Agricultural_soil;SXT"
"Extended-spectrum_beta-lactamase_PER-1;KJ695016.1;Agricultural_soil;CAZ"
"Carbapenem-hydrolyzing_beta-lactamase_KPC;KJ695017.1;Agricultural_soil;CAZ"
"Tetracycline_resistance_protein%2C_class_C;KJ695022.1;Agricultural_soil;TET"
"Tetracycline_resistance_protein%2C_class_C;KJ695023.1;Agricultural_soil;TET"
"Dihydrofolate_reductase;KJ695026.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695031.1;Agricultural_soil;SXT"
"Dihydrofolate_reductase;KJ695032.1;Agricultural_soil;TMP"
"Metallo-beta-lactamase_L1_type_3;KJ695034.1;Agricultural_soil;CAZ"
"Extended-spectrum_beta-lactamase_PER-1;KJ695037.1;Agricultural_soil;CAZ"
"Dihydrofolate_reductase;KJ695044.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ695048.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ695058.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695067.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695071.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ695078.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695086.1;Agricultural_soil;TMP"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KJ695098.1;Agricultural_soil;GEN"
"Metallo-beta-lactamase_L1_type_3;KJ695099.1;Agricultural_soil;FOX"
"Dihydrofolate_reductase;KJ695103.1;Agricultural_soil;SXT"
"D-alanine--D-alanine_ligase_B;KJ695118.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase;KJ695119.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695122.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695123.1;Agricultural_soil;SXT"
"D-alanine--D-alanine_ligase;KJ695135.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695151.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695155.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695157.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695159.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ695163.1;Agricultural_soil;CYC"
"Extended-spectrum_beta-lactamase_PER-1;KJ695174.1;Agricultural_soil;PEN"
"Beta-lactamase_Toho-1;KJ695175.1;Agricultural_soil;PEN"
"Dihydrofolate_reductase_type_3;KJ695180.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695183.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695184.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ695190.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase;KJ695192.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695200.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ695204.1;Agricultural_soil;CYC"
"putative_beta-lactamase_YbxI;KJ695206.1;Agricultural_soil;ATM"
"D-alanine--D-alanine_ligase_B;KJ695207.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ695209.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase_A;KJ695210.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ695215.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase;KJ695216.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ695219.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase;KJ695220.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase;KJ695221.1;Agricultural_soil;CYC"
"Extended-spectrum_beta-lactamase_PER-1;KJ695223.1;Agricultural_soil;PEN"
"Dihydrofolate_reductase;KJ695231.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695232.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695241.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695244.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695252.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695254.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695255.1;Agricultural_soil;TMP"
"putative_beta-lactamase_YbxI;KJ695259.1;Agricultural_soil;ATM"
"Dihydrofolate_reductase;KJ695261.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695262.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ695263.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ695264.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695266.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ695270.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ695274.1;Agricultural_soil;SXT"
"Tetracycline_resistance_protein%2C_class_C;KJ695276.1;Agricultural_soil;TET"
"Dihydrofolate_reductase_type_3;KJ695279.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695282.1;Agricultural_soil;TMP"
"putative_beta-lactamase_YbxI;KJ695283.1;Agricultural_soil;ATM"
"Dihydrofolate_reductase;KJ695288.1;Agricultural_soil;SXT"
"Dihydrofolate_reductase;KJ695299.1;Agricultural_soil;TMP"
"Tetracycline_resistance_protein%2C_class_C;KJ695303.1;Agricultural_soil;TET"
"Dihydrofolate_reductase;KJ695305.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695308.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695315.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695316.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ695317.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ695319.1;Agricultural_soil;CYC"
"Beta-lactamase;KJ695330.1;Agricultural_soil;PEN"
"Beta-lactamase_TEM;KJ695331.1;Agricultural_soil;PIP"
"Metallo-beta-lactamase_type_2;KJ695332.1;Agricultural_soil;CAZ"
"D-alanine--D-alanine_ligase_B;KJ695334.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ695336.1;Agricultural_soil;CYC"
"Tetracycline_resistance_protein%2C_class_C;KJ695337.1;Agricultural_soil;TET"
"Dihydrofolate_reductase;KJ695339.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695341.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695342.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695344.1;Agricultural_soil;TMP"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KJ695346.1;Agricultural_soil;GEN"
"D-alanine--D-alanine_ligase_B;KJ695347.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695354.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695356.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ695362.1;Agricultural_soil;CYC"
"Beta-lactamase_OXA-10;KJ695365.1;Agricultural_soil;PEN"
"Beta-lactamase;KJ695366.1;Agricultural_soil;ATM"
"Beta-lactamase_OXA-18;KJ695367.1;Agricultural_soil;ATM"
"D-alanine--D-alanine_ligase;KJ695372.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ695381.1;Agricultural_soil;TMP"
"Chloramphenicol_acetyltransferase;KJ695388.1;Agricultural_soil;CHL"
"Tetracycline_resistance_protein%2C_class_C;KJ695395.1;Agricultural_soil;TET"
"Dihydrofolate_reductase_type_3;KJ695401.1;Agricultural_soil;TMP"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KJ695408.1;Agricultural_soil;GEN"
"Dihydrofolate_reductase_type_3;KJ695409.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ695411.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase;KJ695414.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ695419.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase_A;KJ695425.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase;KJ695426.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase_A;KJ695427.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase_A;KJ695428.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ695433.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695435.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695437.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695439.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695440.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695441.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695444.1;Agricultural_soil;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KJ695449.1;Agricultural_soil;ATM"
"Dihydrofolate_reductase_type_3;KJ695452.1;Agricultural_soil;TMP"
"Tetracycline_resistance_protein%2C_class_C;KJ695454.1;Agricultural_soil;TET"
"Dihydrofolate_reductase;KJ695457.1;Agricultural_soil;TMP"
"Beta-lactamase;KJ695458.1;Agricultural_soil;PEN"
"Extended-spectrum_beta-lactamase_PER-1;KJ695460.1;Agricultural_soil;PEN"
"Dihydrofolate_reductase_type_3;KJ695467.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase_A;KJ695471.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase;KJ695472.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695486.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695488.1;Agricultural_soil;TMP"
"Beta-lactamase_OXA-2;KJ695496.1;Agricultural_soil;PIP"
"Dihydrofolate_reductase;KJ695498.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695503.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ695513.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ695516.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695517.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695518.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695519.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695520.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695522.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695534.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695535.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695537.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695541.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695545.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695548.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695556.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695557.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695558.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ695564.1;Agricultural_soil;CYC"
"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine_ligase;KJ695568.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695570.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695571.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695573.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695580.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695581.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695582.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695584.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ695585.1;Agricultural_soil;CYC"
"Tetracycline_resistance_protein%2C_class_C;KJ695600.1;Agricultural_soil;TET"
"Dihydrofolate_reductase;KJ695605.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695610.1;Agricultural_soil;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KJ695611.1;Agricultural_soil;PEN"
"Dihydrofolate_reductase;KJ695613.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695617.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695620.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695624.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695630.1;Agricultural_soil;SXT"
"Dihydrofolate_reductase;KJ695631.1;Agricultural_soil;SXT"
"Dihydrofolate_reductase;KJ695634.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695636.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695640.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695643.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695653.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ695654.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695659.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695661.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695666.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695667.1;Agricultural_soil;TMP"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KJ695671.1;Agricultural_soil;GEN"
"Beta-lactamase_OXA-2;KJ695672.1;Agricultural_soil;PEN"
"Aminoglycoside_N(6')-acetyltransferase_type_1;KJ695674.1;Agricultural_soil;GEN"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KJ695675.1;Agricultural_soil;GEN"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KJ695676.1;Agricultural_soil;GEN"
"Dihydrofolate_reductase;KJ695680.1;Agricultural_soil;TMP"
"Metallo-beta-lactamase_L1_type_3;KJ695687.1;Agricultural_soil;FOX"
"Tetracycline_resistance_protein%2C_class_C;KJ695690.1;Agricultural_soil;TET"
"D-alanine--D-alanine_ligase;KJ695692.1;Agricultural_soil;CYC"
"Beta-lactamase_OXA-2;KJ695701.1;Agricultural_soil;PIP"
"Beta-lactamase_OXA-1;KJ695702.1;Agricultural_soil;PIP"
"Dihydrofolate_reductase;KJ695720.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695721.1;Agricultural_soil;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KJ695734.1;Agricultural_soil;ATM"
"Dihydrofolate_reductase;KJ695735.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695736.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ695742.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695747.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695748.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ695749.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase;KJ695753.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ695761.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695762.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695769.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ695770.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695774.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695780.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695782.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ695790.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase_A;KJ695792.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695802.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695803.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695804.1;Agricultural_soil;SXT"
"D-alanine--D-alanine_ligase_A;KJ695805.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695808.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695809.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695812.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695814.1;Agricultural_soil;TMP"
"Metallo-beta-lactamase_L1_type_3;KJ695816.1;Agricultural_soil;FOX"
"Dihydrofolate_reductase;KJ695821.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase_A;KJ695823.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695829.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695831.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ695834.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ695839.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695846.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695852.1;Agricultural_soil;TMP"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KJ695854.1;Agricultural_soil;GEN"
"Tetracycline_resistance_protein%2C_class_C;KJ695857.1;Agricultural_soil;TET"
"D-alanine--D-alanine_ligase;KJ695864.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ695869.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695887.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695892.1;Agricultural_soil;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KJ695893.1;Agricultural_soil;CAZ"
"D-alanine--D-alanine_ligase_B;KJ695897.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase;KJ695898.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ695900.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695905.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase_A;KJ695909.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695913.1;Agricultural_soil;TMP"
"Beta-lactamase;KJ695915.1;Agricultural_soil;PEN"
"D-alanine--D-alanine_ligase_B;KJ695917.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695927.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695928.1;Agricultural_soil;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KJ695930.1;Agricultural_soil;ATM"
"Dihydrofolate_reductase;KJ695933.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695938.1;Agricultural_soil;SXT"
"Dihydrofolate_reductase;KJ695946.1;Agricultural_soil;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KJ695953.1;Agricultural_soil;ATM"
"Dihydrofolate_reductase;KJ695955.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ695956.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695957.1;Agricultural_soil;TMP"
"Beta-lactamase_TEM;KJ695963.1;Agricultural_soil;PEN"
"Dihydrofolate_reductase;KJ695966.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695972.1;Agricultural_soil;TMP"
"Metallo-beta-lactamase_L1_type_3;KJ695973.1;Agricultural_soil;FOX"
"Dihydrofolate_reductase;KJ695975.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase_A;KJ695980.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695983.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ695987.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695988.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695990.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ695993.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ695994.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ695995.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696002.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696008.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696010.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696012.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696015.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696016.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696017.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ696029.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ696033.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ696039.1;Agricultural_soil;TMP"
"Beta-lactamase_SHV-1;KJ696046.1;Agricultural_soil;PEN"
"Dihydrofolate_reductase_type_3;KJ696054.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696056.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ696059.1;Agricultural_soil;CYC"
"D-alanine--D-alanine_ligase;KJ696061.1;Agricultural_soil;CYC"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KJ696062.1;Agricultural_soil;GEN"
"Dihydrofolate_reductase_type_3;KJ696064.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ696072.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ696073.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ696075.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696076.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696078.1;Agricultural_soil;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KJ696080.1;Agricultural_soil;ATM"
"Dihydrofolate_reductase;KJ696081.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ696090.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ696095.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ696100.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ696109.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696110.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696111.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696125.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ696127.1;Agricultural_soil;CYC"
"Beta-lactamase_SHV-1;KJ696128.1;Agricultural_soil;PIP"
"D-alanine--D-alanine_ligase_B;KJ696135.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ696137.1;Agricultural_soil;TMP"
"Tetracycline_resistance_protein%2C_class_C;KJ696141.1;Agricultural_soil;TET"
"Tetracycline_resistance_protein%2C_class_C;KJ696146.1;Agricultural_soil;TET"
"Beta-lactamase_OXA-18;KJ696147.1;Agricultural_soil;PIP"
"Tetracycline_resistance_protein%2C_class_C;KJ696156.1;Agricultural_soil;TET"
"Tetracycline_resistance_protein%2C_class_C;KJ696157.1;Agricultural_soil;TET"
"Dihydrofolate_reductase;KJ696158.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696160.1;Agricultural_soil;TMP"
"D-alanine--D-alanine_ligase;KJ696171.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ696179.1;Agricultural_soil;TMP"
"Chloramphenicol_acetyltransferase;KJ696181.1;Agricultural_soil;CHL"
"Dihydrofolate_reductase_type_3;KJ696184.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696189.1;Agricultural_soil;SXT"
"Dihydrofolate_reductase;KJ696199.1;Agricultural_soil;SXT"
"D-alanine--D-alanine_ligase_B;KJ696201.1;Agricultural_soil;CYC"
"Dihydrofolate_reductase;KJ696204.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696205.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696214.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ696218.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696222.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696224.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696227.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ696228.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696235.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ696243.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696245.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696246.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ696247.1;Agricultural_soil;TMP"
"Dihydrofolate_reductase;KJ696248.1;Agricultural_soil;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KJ696251.1;Agricultural_soil;ATM"
"Dihydrofolate_reductase_type_3;KJ696256.1;Agricultural_soil;TMP"
"Beta-lactamase_OXY-1;KJ696258.1;Agricultural_soil;PEN"
"Dihydrofolate_reductase;KJ696260.1;Agricultural_soil;TMP"
"Tetracycline_resistance_protein%2C_class_C;KJ696267.1;Agricultural_soil;TET"
"Tetracycline_resistance_protein%2C_class_C;KJ696269.1;Agricultural_soil;TET"
