gmgc_id;family;ARG-ANNOT;CARD;NCBI;ResFinder;ResFinderFG
GMGC10.038_214_430.LMRD;quinolone;0;1;0;0;0
GMGC10.038_215_647.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.038_509_917.ILES;mupirocin;0;1;0;0;0
GMGC10.038_510_584.ILES;mupirocin;0;1;0;0;0
GMGC10.038_510_611.RPOB;rifampicin;0;1;0;0;0
GMGC10.038_512_209.ILES;mupirocin;0;1;0;0;0
GMGC10.038_523_143.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.038_577_619.EMRA;quinolone;0;1;0;0;0
GMGC10.038_583_125.MDTA;Multidrug_efflux;0;1;0;0;0
GMGC10.038_583_126.MDTB;Multidrug_efflux;0;1;0;0;0
GMGC10.038_583_127.BAER;aminoside;0;1;0;0;0
GMGC10.038_587_073.UGD;peptide;0;1;0;0;0
GMGC10.038_772_863.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.038_901_154.RV0906;blactamase;1;0;0;0;0
GMGC10.038_911_141.UNKNOWN;Multidrug_efflux;0;1;0;0;0
GMGC10.038_911_596.CMER;Multidrug_efflux;0;1;0;0;0
GMGC10.038_947_175.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.039_000_370.UNKNOWN;Multidrug_efflux;0;1;0;0;0
GMGC10.039_005_723.UNKNOWN;aminoside;1;1;0;1;1
GMGC10.039_006_932.UNKNOWN;Multidrug_efflux;0;1;0;0;0
GMGC10.039_035_366.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.039_050_043.KNT;aminoside;0;1;1;1;0
GMGC10.039_104_750.RPOB;rifampicin;0;1;0;0;0
GMGC10.039_735_691.LDHA;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.039_897_985.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.039_898_421.MDTA;Multidrug_efflux;0;1;0;0;0
GMGC10.039_905_753.PPS;rifampicin;1;1;1;0;0
GMGC10.039_957_539.MEXF;Multidrug_efflux;1;1;1;1;0
GMGC10.039_971_535.FOLP;Sulfonamide/trimethoprim;1;1;1;1;1
GMGC10.040_386_571.UNKNOWN;cycline;1;1;1;1;0
GMGC10.040_386_762.YEGN;Multidrug_efflux;0;1;0;0;0
GMGC10.040_407_258.PPS;rifampicin;0;1;1;0;0
GMGC10.040_463_593.RV0906;blactamase;1;0;0;0;0
GMGC10.040_491_677.MDT(A);Multidrug_efflux;0;0;0;1;0
GMGC10.040_652_338.LSA;MLS;1;1;1;1;0
GMGC10.040_704_610.MEXE;Multidrug_efflux;0;1;0;0;0
GMGC10.040_705_576.MDTK;Multidrug_efflux;0;1;0;0;0
GMGC10.040_707_508.BMUL_1519;Multidrug_efflux;0;1;0;0;0
GMGC10.040_769_316.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.040_808_658.UNKNOWN;MLS;1;0;1;1;0
GMGC10.040_909_322.AMPH;blactamase;1;1;1;1;1
GMGC10.041_323_039.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.041_851_496.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.042_076_901.ACRB;Multidrug_efflux;0;1;0;0;0
GMGC10.042_143_200.PPS;rifampicin;1;1;1;0;0
GMGC10.042_177_205.ACRB;Multidrug_efflux;0;1;0;0;0
GMGC10.042_325_074.KDPE;aminoside;0;1;0;0;0
GMGC10.042_325_377.MURP;blactamase;1;1;0;0;0
GMGC10.042_325_419.MDTA;Multidrug_efflux;0;1;0;0;0
GMGC10.042_325_890.MDTB;Multidrug_efflux;0;1;0;0;0
GMGC10.042_494_190.BLA;blactamase;1;1;1;1;0
GMGC10.043_013_742.ERMX;MLS;1;1;0;1;0
GMGC10.043_049_395.PPS;rifampicin;1;1;1;0;0
GMGC10.043_069_564.TETP;cycline;1;1;1;1;1
GMGC10.043_071_219.ERMA;MLS;1;1;1;1;0
GMGC10.043_083_551.TETP;cycline;1;0;1;1;0
GMGC10.043_085_601.MDTC;Multidrug_efflux;0;1;0;0;0
GMGC10.043_118_075.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.043_147_240.PPS;rifampicin;0;1;0;0;0
GMGC10.043_148_344.VATB;MLS;0;1;1;0;0
GMGC10.043_152_612.CAT;phenicol;1;1;1;1;1
GMGC10.043_218_811.BAES;Multidrug_efflux;0;1;0;0;0
GMGC10.043_222_318.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.043_222_718.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.043_229_053.ACRD;aminoside;0;1;0;0;0
GMGC10.043_235_094.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.043_400_301.TETM;cycline;1;1;1;1;1
GMGC10.043_478_564.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.043_479_407.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.043_507_763.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.043_533_511.YBXI;blactamase;1;1;0;1;1
GMGC10.043_559_033.ACRD;aminoside;0;1;0;0;0
GMGC10.043_568_051.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.043_589_957.CUSC;Multidrug_efflux;0;1;0;0;0
GMGC10.043_610_966.DACF;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.043_627_011.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.043_774_483.MDTC;MLS;0;1;0;0;0
GMGC10.043_920_132.UNKNOWN;MLS;1;1;1;1;0
GMGC10.044_101_390.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.044_118_491.TETA;cycline;1;1;1;0;0
GMGC10.044_194_730.FOSB;fosfomycin;1;1;1;1;0
GMGC10.044_199_823.MEXE;Multidrug_efflux;1;1;1;1;0
GMGC10.044_202_013.ACRD;aminoside;0;1;0;0;0
GMGC10.044_204_608.MDTC;Multidrug_efflux;0;1;0;0;0
GMGC10.044_205_832.EMRB;quinolone;0;1;0;0;0
GMGC10.044_208_120.MRDA;blactam_non_enz;1;0;0;0;0
GMGC10.044_263_865.GADX;Multidrug_efflux;0;1;0;0;0
GMGC10.044_463_528.AMPC;blactamase;1;1;1;1;1
GMGC10.044_464_991.TETA;cycline;1;1;1;1;1
GMGC10.044_717_313.CAT;phenicol;1;1;0;0;1
GMGC10.044_717_456.VEXA;Multidrug_efflux;0;1;0;0;0
GMGC10.044_863_139.CPXR;Multidrug_efflux;0;1;0;0;0
GMGC10.045_851_322.FOSB;fosfomycin;1;1;1;0;0
GMGC10.045_955_318.RPOB;rifampicin;0;1;0;0;0
GMGC10.046_347_102.UNKNOWN;MLS;1;1;1;1;0
GMGC10.046_373_696.UNKNOWN;nucleoside;1;1;0;0;0
GMGC10.046_373_696.UNKNOWN;streptothricin;0;0;1;0;0
GMGC10.046_413_065.EMRR;Multidrug_efflux;0;1;0;0;0
GMGC10.046_414_018.MARA;Multidrug_efflux;0;1;0;0;0
GMGC10.046_450_787.MEXF;Multidrug_efflux;0;1;0;0;0
GMGC10.046_488_331.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.046_491_896.VANX;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.046_513_541.ILES;mupirocin;0;1;0;0;0
GMGC10.046_531_661.AMPC;blactamase;1;1;1;0;1
GMGC10.046_533_575.MSBA;nitroimidazole;0;1;0;0;0
GMGC10.046_533_964.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.046_535_373.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.046_549_658.BAER;aminoside;0;1;0;0;0
GMGC10.046_566_265.BAES;aminoside;0;1;0;0;0
GMGC10.046_577_900.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.046_590_224.BLA;blactamase;0;0;0;0;1
GMGC10.046_640_091.UNKNOWN;Disinfecting_agents_and_antiseptics;0;1;0;0;0
GMGC10.046_640_218.YEGN;Multidrug_efflux;0;1;0;0;0
GMGC10.046_648_248.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_650_963.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.046_653_796.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_662_947.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.046_664_883.YYAR;nucleoside;1;1;0;0;0
GMGC10.046_664_883.YYAR;streptothricin;0;0;1;0;0
GMGC10.046_674_092.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_674_229.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_683_854.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_729_970.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_736_088.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.046_774_149.CAT;phenicol;0;0;0;0;1
GMGC10.046_782_556.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.046_784_530.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_800_193.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_804_190.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_814_266.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_835_745.AADK;aminoside;1;1;1;1;0
GMGC10.046_840_967.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_857_292.CAT;phenicol;1;1;1;1;1
GMGC10.046_858_684.MURF;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.046_863_543.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.046_883_893.UNKNOWN;MLS;0;0;1;0;0
GMGC10.046_884_832.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.046_902_874.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_933_113.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_954_199.DDL;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.046_954_924.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.046_960_655.VANX;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.046_978_689.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_985_958.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_996_276.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.046_996_352.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_013_279.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_027_003.ARNC;peptide;0;1;0;0;0
GMGC10.047_039_680.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_041_186.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_046_136.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_051_980.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.047_051_987.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_052_190.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_069_633.YOJI;peptide;0;1;0;0;0
GMGC10.047_071_373.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_071_466.BAES;aminoside;0;1;0;0;0
GMGC10.047_072_518.EMRA;quinolone;0;1;0;0;0
GMGC10.047_072_648.MDTE;Multidrug_efflux;0;1;0;0;0
GMGC10.047_073_690.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.047_073_740.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_073_901.MDTO;Multidrug_efflux;0;1;0;0;0
GMGC10.047_091_798.MURF;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_098_600.TOLC;Multidrug_efflux;0;1;0;0;0
GMGC10.047_118_931.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_124_287.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_129_441.UNKNOWN;nitroimidazole;0;0;0;1;0
GMGC10.047_131_225.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_157_173.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_225_243.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_225_447.ALR;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.047_227_811.HYFJ;MLS;0;1;0;0;0
GMGC10.047_279_331.NIMA;nitroimidazole;1;0;1;1;0
GMGC10.047_299_562.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_305_942.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_311_258.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_312_193.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_354_853.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_361_025.LDHA;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.047_361_523.VANX;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.047_365_066.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_373_354.ENVR;Multidrug_efflux;0;1;0;0;0
GMGC10.047_375_982.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_376_227.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_380_908.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_384_899.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_399_301.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_402_297.UNKNOWN;MLS;1;0;0;0;0
GMGC10.047_421_344.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.047_460_791.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_462_633.UNKNOWN;MLS;1;1;1;1;0
GMGC10.047_495_873.VANW;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.047_543_335.TETP;cycline;1;1;1;1;0
GMGC10.047_561_928.MURF;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_563_004.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_593_161.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_603_351.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_605_589.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_615_178.TETX;cycline;1;1;1;1;0
GMGC10.047_665_919.UNKNOWN;cycline;1;1;0;0;0
GMGC10.047_666_056.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.047_669_529.UNKNOWN;cycline;1;1;1;1;0
GMGC10.047_669_645.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_672_647.TETP;cycline;1;1;1;1;0
GMGC10.047_677_775.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.047_687_397.UNKNOWN;MLS;1;0;1;1;0
GMGC10.047_687_600.CAT;phenicol;1;1;1;1;1
GMGC10.047_720_291.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_728_618.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.047_735_268.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_751_575.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_776_370.CAT;phenicol;0;0;0;0;1
GMGC10.047_779_251.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.047_780_707.UNKNOWN;MLS;1;1;1;1;0
GMGC10.047_805_054.EVGS;Multidrug_efflux;0;1;0;0;0
GMGC10.047_842_004.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_882_314.TETP;cycline;1;1;1;1;0
GMGC10.047_909_394.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.047_917_492.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.047_941_260.ARNC;peptide;0;1;0;0;0
GMGC10.047_944_386.VANX;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.047_944_387.UNKNOWN;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.047_951_896.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_953_061.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_957_160.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_963_910.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_968_276.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.047_969_878.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.047_971_707.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.047_976_999.CAT;phenicol;1;1;1;1;1
GMGC10.047_981_199.AACA-APHD;aminoside;1;1;1;1;0
GMGC10.047_985_189.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_001_421.NIMA;nitroimidazole;1;0;1;1;0
GMGC10.048_006_329.AADA;aminoside;0;0;0;0;1
GMGC10.048_007_471.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.048_016_040.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_028_889.CAT;phenicol;0;0;0;0;1
GMGC10.048_047_720.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.048_057_200.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_057_363.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.048_096_574.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.048_140_814.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_164_700.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_212_808.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.048_221_246.CAT;phenicol;1;1;1;1;1
GMGC10.048_236_362.AACA-APHD;aminoside;0;0;0;0;1
GMGC10.048_250_800.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.048_253_881.ERMX;MLS;1;1;1;1;0
GMGC10.048_255_250.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.048_260_400.UNKNOWN;blactamase;1;1;1;0;1
GMGC10.048_263_637.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_281_140.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.048_295_872.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.048_295_887.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.048_323_430.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.048_366_665.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.048_414_550.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_423_542.CAT;phenicol;0;0;0;0;1
GMGC10.048_452_473.AADA;aminoside;0;0;0;0;1
GMGC10.048_460_926.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_464_993.UNKNOWN;blactamase;1;1;1;1;1
GMGC10.048_465_840.TETP;cycline;1;1;1;1;0
GMGC10.048_465_869.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_486_334.UNKNOWN;MLS;1;0;1;1;0
GMGC10.048_516_561.UNKNOWN;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.048_528_333.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_531_795.CAT;phenicol;0;0;0;0;1
GMGC10.048_595_405.GYY_07605;aminoside;1;1;1;0;0
GMGC10.048_603_449.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_609_178.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.048_641_299.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.048_643_795.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.048_646_695.AACA-APHD;aminoside;1;1;1;1;0
GMGC10.048_651_419.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_659_751.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.048_678_325.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_682_118.ERMA;MLS;1;1;1;1;0
GMGC10.048_721_461.CAT;phenicol;0;0;0;0;1
GMGC10.048_735_066.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.048_738_771.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_759_011.CAT;phenicol;0;0;0;0;1
GMGC10.048_794_322.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_802_076.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.048_811_101.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.048_813_076.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.048_824_656.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_830_583.UNKNOWN;blactamase;1;1;1;1;1
GMGC10.048_845_598.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_852_253.CAT;phenicol;0;0;0;0;1
GMGC10.048_885_603.CAT;phenicol;0;0;0;0;1
GMGC10.048_964_813.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.048_989_594.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.049_037_319.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_042_708.UNKNOWN;MLS;1;0;1;1;0
GMGC10.049_056_971.AACA7;aminoside;0;0;0;0;1
GMGC10.049_069_885.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.049_113_584.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_146_031.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.049_154_926.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.049_157_390.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_159_889.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_170_693.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.049_172_356.CAT;phenicol;0;0;0;0;1
GMGC10.049_195_638.VANW;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.049_216_396.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.049_236_996.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.049_241_045.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.049_254_987.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.049_262_865.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.049_270_108.MURF;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_274_220.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.049_295_078.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.049_320_349.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_341_942.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.049_349_131.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_389_466.ILES;mupirocin;0;1;0;0;0
GMGC10.049_395_572.AADA;aminoside;0;0;1;0;1
GMGC10.049_418_660.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.049_441_585.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.049_506_477.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.049_523_091.CAT;phenicol;0;0;0;0;1
GMGC10.049_527_674.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.049_530_386.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.049_561_551.AACA-APHD;aminoside;0;0;0;0;1
GMGC10.049_591_518.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_591_619.TETR;cycline;1;0;0;0;0
GMGC10.049_607_839.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_626_863.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_645_172.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.049_662_538.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.049_734_016.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_740_175.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_742_072.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_743_232.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_782_509.AADK;aminoside;1;1;1;0;0
GMGC10.049_786_879.AACA7;aminoside;0;0;0;0;1
GMGC10.049_797_981.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_806_974.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_837_611.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.049_854_673.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.049_857_540.LSA;MLS;0;0;1;0;0
GMGC10.049_858_548.OMPN;blactam_non_enz;0;1;0;0;0
GMGC10.049_858_660.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.049_858_709.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.049_865_234.CRP;Multidrug_efflux;0;1;0;0;0
GMGC10.049_879_978.DDL;Glycopeptide/Cycloserine;0;0;1;0;1
GMGC10.049_975_756.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.050_013_402.VANW;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.050_016_716.CAT;phenicol;0;0;0;0;1
GMGC10.050_024_554.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.050_028_272.CAT;phenicol;1;1;1;1;1
GMGC10.050_119_399.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.050_150_481.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.050_165_341.UNKNOWN;blactamase;1;1;1;0;1
GMGC10.050_210_584.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.050_211_066.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.050_213_150.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.050_228_309.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.050_234_729.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.050_266_779.CAT;phenicol;0;0;0;0;1
GMGC10.050_310_949.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.050_363_148.FOLA;Sulfonamide/trimethoprim;0;0;0;0;1
GMGC10.050_420_877.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.050_438_807.VANW;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.050_442_218.UNKNOWN;blactamase;0;0;0;0;1
GMGC10.050_444_674.DACF;Glycopeptide/Cycloserine;0;0;1;0;0
GMGC10.050_447_119.UNKNOWN;aminoside;0;0;0;0;1
GMGC10.050_449_695.MURF;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.050_476_905.NIMB;nitroimidazole;1;0;1;1;0
GMGC10.050_501_319.TTHE_0913;aminoside;0;0;0;0;1
GMGC10.050_528_778.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.050_552_820.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
GMGC10.050_566_285.DDL;Glycopeptide/Cycloserine;0;0;0;0;1
